id,name_id,country,crag,sector,name,height_difficulty_score,grade_mean,route_category,rating_tot,coordinates
climbing_route22,33824,ita,arco,bassilandia,crotalo wall,recommend_low,50.130434782608695,famous_route,0.0240805653325569,"[46.0556853, 10.9599155]"
climbing_route23,33825,ita,arco,bassilandia,cucciolo duomo,,49.125,famous_route,0.1006679685393797,"[46.0556853, 10.9599155]"
climbing_route24,33826,ita,arco,bassilandia,da zanca a zanca,,57.16666666666666,famous_route,0.0033155250077582,"[46.0556853, 10.9599155]"
climbing_route25,33827,ita,arco,bassilandia,dallalbero,,44.0,famous_route,-0.0467226424082749,"[46.0556853, 10.9599155]"
climbing_route26,33828,ita,arco,bassilandia,diedrin voll,,55.0,preferred_by_women,-0.0601622307201305,"[46.0556853, 10.9599155]"
climbing_route27,33829,ita,arco,bassilandia,extraterrestre plus,,52.52173913043478,famous_route,-0.0435623359566237,"[46.0556853, 10.9599155]"
climbing_route28,33830,ita,arco,bassilandia,fragolina,recommend_high,35.93333333333333,famous_route,-0.0527959944925984,"[46.0556853, 10.9599155]"
climbing_route29,33831,ita,arco,bassilandia,frizzina,,40.5,hard_route,0.0674240559830865,"[46.0556853, 10.9599155]"
climbing_route30,33832,ita,arco,bassilandia,giamaica,,51.285714285714285,famous_route,-0.0961947181700423,"[46.0556853, 10.9599155]"
climbing_route31,33833,ita,arco,bassilandia,gong oh,recommend_high,53.36363636363637,famous_route,0.0046259277006184,"[46.0556853, 10.9599155]"
climbing_route32,33834,ita,arco,bassilandia,i gag man,,51.0,famous_route,-0.0452843782198033,"[46.0556853, 10.9599155]"
climbing_route33,33835,ita,arco,bassilandia,il balestruccio,,46.0,famous_route,-0.1250050129553928,"[46.0556853, 10.9599155]"
climbing_route34,33836,ita,arco,bassilandia,il fattore,,52.5,hard_route,-0.0559448667359754,"[46.0556853, 10.9599155]"
climbing_route35,33837,ita,arco,bassilandia,il mare calmo,,49.92,famous_route,-0.0466747478450087,"[46.0556853, 10.9599155]"
climbing_route36,33838,ita,arco,bassilandia,il patto,,46.0,preferred_by_women,-0.0469881953265264,"[46.0556853, 10.9599155]"
climbing_route37,33839,ita,arco,bassilandia,il proff,,37.333333333333336,famous_route,-0.1155434226027822,"[46.0556853, 10.9599155]"
climbing_route38,33840,ita,arco,bassilandia,labuelito,,57.0,preferred_by_women,-0.16490179498667,"[46.0556853, 10.9599155]"
climbing_route39,33841,ita,arco,bassilandia,le colonne dercole,,44.0,famous_route,0.0379329055654574,"[46.0556853, 10.9599155]"
climbing_route40,33842,ita,arco,bassilandia,lequilibrista,,39.0,soft_route,-0.0545153146872381,"[46.0556853, 10.9599155]"
climbing_route41,33843,ita,arco,bassilandia,lirica gola,,62.333333333333336,hard_route,0.1624329203048803,"[46.0556853, 10.9599155]"
climbing_route42,33844,ita,arco,bassilandia,machine a grimper,,42.0,famous_route,-0.084731350089289,"[46.0556853, 10.9599155]"
climbing_route43,33845,ita,arco,bassilandia,madl wadl,,59.0,famous_route,0.0810841726477499,"[46.0556853, 10.9599155]"
climbing_route44,33846,ita,arco,bassilandia,markos,,51.0,famous_route,0.1503857008461045,"[46.0556853, 10.9599155]"
climbing_route45,33847,ita,arco,bassilandia,marzo,,37.92857142857143,famous_route,-0.0790934056098093,"[46.0556853, 10.9599155]"
climbing_route46,33848,ita,arco,bassilandia,messico e nuvole,,49.44444444444444,famous_route,-0.0933958855052683,"[46.0556853, 10.9599155]"
climbing_route47,33849,ita,arco,bassilandia,mohammed kaliffa,,62.0,famous_route,-0.0491123546944578,"[46.0556853, 10.9599155]"
climbing_route48,33850,ita,arco,bassilandia,nebraska,,42.1,famous_route,0.0158324730724941,"[46.0556853, 10.9599155]"
climbing_route49,33851,ita,arco,bassilandia,nix ist nicht,,46.42105263157895,famous_route,0.0570179234991724,"[46.0556853, 10.9599155]"
climbing_route50,33852,ita,arco,bassilandia,novecento,recommend_low,50.31578947368421,famous_route,-0.0095612946125641,"[46.0556853, 10.9599155]"
climbing_route51,33853,ita,arco,bassilandia,occaso,,53.5,hard_route,-0.0362273746668012,"[46.0556853, 10.9599155]"
climbing_route52,33854,ita,arco,bassilandia,ophelia,,53.0,preferred_by_women,-0.16490179498667,"[46.0556853, 10.9599155]"
climbing_route53,33855,ita,arco,bassilandia,panta rei,,43.66666666666666,soft_route,-0.1654416924928216,"[46.0556853, 10.9599155]"
climbing_route54,33856,ita,arco,bassilandia,polifemo,,50.66666666666666,soft_route,-0.1612678554696679,"[46.0556853, 10.9599155]"
climbing_route55,33857,ita,arco,bassilandia,quelli chel,,39.5,repeated_route,-0.0452114488928387,"[46.0556853, 10.9599155]"
climbing_route56,33858,ita,arco,bassilandia,qui resting,,58.833333333333336,famous_route,0.0446498535854538,"[46.0556853, 10.9599155]"
climbing_route57,33859,ita,arco,bassilandia,quo vadis,,53.142857142857146,famous_route,-0.0744402801719977,"[46.0556853, 10.9599155]"
climbing_route58,33860,ita,arco,bassilandia,sapori di lagolo,,46.0,preferred_by_women,-0.0040991222595708,"[46.0556853, 10.9599155]"
climbing_route59,33861,ita,arco,bassilandia,su e giu,,52.0,famous_route,-0.0816317246354151,"[46.0556853, 10.9599155]"
climbing_route60,33862,ita,arco,bassilandia,tassosauro,,43.5,famous_route,-0.0452114488928387,"[46.0556853, 10.9599155]"
climbing_route61,33863,ita,arco,bassilandia,testarda,,40.25,hard_route,0.1972288869820835,"[46.0556853, 10.9599155]"
climbing_route62,33864,ita,arco,bassilandia,tobia ra,,46.0,famous_route,-0.168731228512442,"[46.0556853, 10.9599155]"
climbing_route63,33865,ita,arco,bassilandia,trutta bianca blu,recommend_low,54.38709677419355,soft_route,-0.0901833344083625,"[46.0556853, 10.9599155]"
climbing_route64,33866,ita,arco,bassilandia,uomo di carta,,50.333333333333336,hard_route,0.1983272813723057,"[46.0556853, 10.9599155]"
climbing_route65,33867,ita,arco,bassilandia,will coyote,,46.66666666666666,famous_route,-0.054792061329622,"[46.0556853, 10.9599155]"
climbing_route66,33868,ita,arco,bassilandia,x pile,,53.142857142857146,famous_route,0.0035268708966157,"[46.0556853, 10.9599155]"
climbing_route67,33869,ita,arco,belvedere,alegher,,29.0,famous_route,-0.0734745342424936,"[46.0458668, 11.105379]"
climbing_route68,33870,ita,arco,belvedere,ape poker,,51.0,famous_route,-0.0234298514137851,"[46.0458668, 11.105379]"
climbing_route69,33871,ita,arco,belvedere,apotecher,,51.0,preferred_by_women,-0.0452114488928387,"[46.0458668, 11.105379]"
climbing_route70,33872,ita,arco,belvedere,baieti de baieti,,46.0,famous_route,-0.0734745342424936,"[46.0458668, 11.105379]"
climbing_route71,33873,ita,arco,belvedere,balinot,recommend_high,35.875,preferred_by_women,0.0146337241540769,"[46.0458668, 11.105379]"
climbing_route72,33874,ita,arco,belvedere,bastiamola li,recommend_high,49.0,famous_route,-0.1007407814818926,"[46.0458668, 11.105379]"
climbing_route73,33875,ita,arco,belvedere,bebe,,51.85714285714285,repeated_route,0.4533284562465917,"[46.0458668, 11.105379]"
climbing_route74,33876,ita,arco,belvedere,bring da noize,recommend_high,58.5,easy_on_sight,-0.16490179498667,"[46.0458668, 11.105379]"
climbing_route75,33877,ita,arco,belvedere,caffe espresso,,40.6551724137931,hard_route,-0.024414660967472,"[46.0458668, 11.105379]"
climbing_route76,33878,ita,arco,belvedere,campi elisi,,31.0,famous_route,-0.0734745342424936,"[46.0458668, 11.105379]"
climbing_route77,33879,ita,arco,belvedere,cave cannam,,54.57407407407408,soft_route,-0.0598285283524375,"[46.0458668, 11.105379]"
climbing_route78,33880,ita,arco,belvedere,diculescu,,40.66666666666666,famous_route,-0.0734745342424936,"[46.0458668, 11.105379]"
climbing_route79,33881,ita,arco,belvedere,dog fish,,37.2,famous_route,-0.0029903442258965,"[46.0458668, 11.105379]"
climbing_route80,33882,ita,arco,belvedere,equilibrio,,33.0,famous_route,-0.0734745342424936,"[46.0458668, 11.105379]"
climbing_route81,33883,ita,arco,belvedere,fessa,,29.0,famous_route,-0.0734745342424936,"[46.0458668, 11.105379]"
climbing_route82,33884,ita,arco,belvedere,fete de fete,recommend_low,45.333333333333336,soft_route,-0.0452114488928387,"[46.0458668, 11.105379]"
climbing_route83,33885,ita,arco,belvedere,fini flambee,,50.93333333333333,famous_route,-0.0514415233199913,"[46.0458668, 11.105379]"
climbing_route84,33886,ita,arco,belvedere,giordano,,36.0,famous_route,-0.0486015041891477,"[46.0458668, 11.105379]"
climbing_route85,33887,ita,arco,belvedere,have a nice day,,50.0,famous_route,-0.16490179498667,"[46.0458668, 11.105379]"
climbing_route86,33888,ita,arco,belvedere,i dont know,,55.5,easy_on_sight,-0.1050566219397543,"[46.0458668, 11.105379]"
climbing_route87,33889,ita,arco,belvedere,iesati pulanilor,,55.0,famous_route,-0.0027542143573183,"[46.0458668, 11.105379]"
climbing_route88,33890,ita,arco,belvedere,il dolce,recommend_high,44.36363636363637,hard_route,-0.0189253756642944,"[46.0458668, 11.105379]"
climbing_route89,33891,ita,arco,belvedere,inox,,55.0,famous_route,-0.16490179498667,"[46.0458668, 11.105379]"
climbing_route90,33892,ita,arco,belvedere,koko jumbo,,41.0,famous_route,-0.0734745342424936,"[46.0458668, 11.105379]"
climbing_route91,33893,ita,arco,belvedere,last train home,recommend_low,54.84,famous_route,-0.0258818789808208,"[46.0458668, 11.105379]"
climbing_route92,33894,ita,arco,belvedere,loro del reno,recommend_low,45.84,famous_route,-0.0684134390497554,"[46.0458668, 11.105379]"
climbing_route93,33895,ita,arco,belvedere,nacquimo forti,,50.875,famous_route,-0.1170256565491374,"[46.0458668, 11.105379]"
climbing_route94,33896,ita,arco,belvedere,nimath,,45.625,famous_route,-0.121195474837593,"[46.0458668, 11.105379]"
climbing_route95,33897,ita,arco,belvedere,nirvana,,62.0,famous_route,-0.1250050129553928,"[46.0458668, 11.105379]"
climbing_route96,33898,ita,arco,belvedere,no job no problem,,48.0,famous_route,-0.0734745342424936,"[46.0458668, 11.105379]"
climbing_route97,33899,ita,arco,belvedere,noroc,,62.0,easy_on_sight,-0.1705123000348193,"[46.0458668, 11.105379]"
climbing_route98,33900,ita,arco,belvedere,overdose,recommend_high,61.5,easy_on_sight,-0.0417115871252142,"[46.0458668, 11.105379]"
climbing_route99,33901,ita,arco,belvedere,paranoia virginului ionizat,,57.5,easy_on_sight,0.4077424580434804,"[46.0458668, 11.105379]"
climbing_route100,33902,ita,arco,belvedere,patatina fritta,,40.6875,famous_route,-0.0346920962111855,"[46.0458668, 11.105379]"
climbing_route101,33903,ita,arco,belvedere,pea brain,,49.083333333333336,famous_route,-0.0134305167492606,"[46.0458668, 11.105379]"
climbing_route102,33904,ita,arco,belvedere,piccola chimera,,33.24,famous_route,-0.0904597677396611,"[46.0458668, 11.105379]"
climbing_route103,33905,ita,arco,belvedere,ponale,,36.0,preferred_by_women,-0.095460697388109,"[46.0458668, 11.105379]"
climbing_route104,33906,ita,arco,belvedere,povero gatto,,55.51515151515152,famous_route,-0.0832565306468748,"[46.0458668, 11.105379]"
climbing_route105,33907,ita,arco,belvedere,quinto,,31.0,famous_route,-0.0452114488928387,"[46.0458668, 11.105379]"
climbing_route106,33908,ita,arco,belvedere,renato butta la pasta,recommend_low,42.04761904761905,famous_route,-0.0159274887099653,"[46.0458668, 11.105379]"
climbing_route107,33909,ita,arco,belvedere,sector a no,,31.0,famous_route,-0.0734745342424936,"[46.0458668, 11.105379]"
climbing_route108,33910,ita,arco,belvedere,si badrone,recommend_high,48.875,famous_route,0.0184432622718767,"[46.0458668, 11.105379]"
climbing_route109,33911,ita,arco,belvedere,spettacolo,recommend_high,36.0,famous_route,-0.046578561846121,"[46.0458668, 11.105379]"
climbing_route110,33912,ita,arco,belvedere,storch,,32.75,famous_route,-0.0734745342424936,"[46.0458668, 11.105379]"
climbing_route111,33913,ita,arco,belvedere,urlo del vento,recommend_low,49.0,famous_route,-0.0414244749307683,"[46.0458668, 11.105379]"
climbing_route112,33914,ita,arco,belvedere,val di non,,47.27777777777778,famous_route,-0.0176026510417723,"[46.0458668, 11.105379]"
climbing_route113,33915,ita,arco,belvedere,via del biscotto,,38.16,famous_route,-0.0183164150932176,"[46.0458668, 11.105379]"
climbing_route114,33916,ita,arco,belvedere,warm up,,40.38235294117647,less_repeated,0.0007294999375359,"[46.0458668, 11.105379]"
climbing_route115,33917,ita,arco,belvedere,without name,recommend_low,34.23529411764706,famous_route,-0.1032660687018822,"[46.0458668, 11.105379]"
climbing_route116,33918,ita,arco,belvedere,zorro in condotta,,44.16666666666666,preferred_by_women,-0.0415775093758366,"[46.0458668, 11.105379]"
climbing_route117,33919,ita,arco,belvedere,zucchina trafelata,,36.16666666666666,famous_route,-0.0283294325549132,"[46.0458668, 11.105379]"
climbing_route118,33920,ita,arco,calvario,a bad day with la sciolta,,49.24,hard_route,0.0316699531946974,"[46.0919923, 10.7200981]"
climbing_route119,33921,ita,arco,calvario,ali di pollo,,57.0,chipped_route,0.1573394833951553,"[46.0919923, 10.7200981]"
climbing_route120,33922,ita,arco,calvario,bionda,,40.54545454545455,famous_route,-0.0452114488928387,"[46.0919923, 10.7200981]"
climbing_route121,33923,ita,arco,calvario,bolle di sapone,recommend_high,46.2,famous_route,-0.0134028526745449,"[46.0919923, 10.7200981]"
climbing_route122,33924,ita,arco,calvario,chris,,57.0,famous_route,-0.0229861245454738,"[46.0919923, 10.7200981]"
climbing_route123,33925,ita,arco,calvario,gandalf,,56.72727272727273,soft_route,-0.0358545677005255,"[46.0919923, 10.7200981]"
climbing_route124,33926,ita,arco,calvario,karin,,38.0,famous_route,-0.0452114488928387,"[46.0919923, 10.7200981]"
climbing_route125,33927,ita,arco,calvario,minifabbris,,58.8,famous_route,-0.16490179498667,"[46.0919923, 10.7200981]"
climbing_route126,33928,ita,arco,calvario,motosega,recommend_low,55.16666666666666,famous_route,-0.069149518111605,"[46.0919923, 10.7200981]"
climbing_route127,33929,ita,arco,calvario,polvere,,39.86363636363637,preferred_by_women,-0.0505811623782819,"[46.0919923, 10.7200981]"
climbing_route128,33930,ita,arco,calvario,polverom,,44.64705882352941,famous_route,-0.0722182805103209,"[46.0919923, 10.7200981]"
climbing_route129,33931,ita,arco,calvario,puta tigre,,56.833333333333336,famous_route,0.0387079795016242,"[46.0919923, 10.7200981]"
climbing_route130,33932,ita,arco,calvario,resentin,,58.285714285714285,soft_route,0.0299965478716125,"[46.0919923, 10.7200981]"
climbing_route131,33933,ita,arco,calvario,sega elettrica,,55.1,famous_route,-0.0784349080517976,"[46.0919923, 10.7200981]"
climbing_route132,33934,ita,arco,calvario,sfiancata,recommend_low,36.388888888888886,famous_route,-0.0131527010655873,"[46.0919923, 10.7200981]"
climbing_route133,33935,ita,arco,calvario,smacafam,recommend_low,49.60869565217392,hard_route,-0.0806915510373554,"[46.0919923, 10.7200981]"
climbing_route134,33936,ita,arco,calvario,via crucis,recommend_high,50.92307692307692,famous_route,0.0280950910200377,"[46.0919923, 10.7200981]"
climbing_route135,33937,ita,arco,calvario,vibrafono,,39.2,famous_route,-0.0306798856042623,"[46.0919923, 10.7200981]"
climbing_route136,33938,ita,arco,calvario,xilofono,recommend_high,46.0,famous_route,0.0162000106611891,"[46.0919923, 10.7200981]"
climbing_route137,33939,ita,arco,camerette,austria,,33.0,famous_route,-0.0452843782198033,"[46.0927098, 11.1062932]"
climbing_route138,33940,ita,arco,camerette,bampa,recommend_high,58.0,hard_route,0.3186727157957493,"[46.0927098, 11.1062932]"
climbing_route139,33941,ita,arco,camerette,benny,,35.916666666666664,famous_route,0.0154904513176696,"[46.0927098, 11.1062932]"
climbing_route140,33942,ita,arco,camerette,dx sx,,57.66666666666666,famous_route,-0.0452114488928387,"[46.0927098, 11.1062932]"
climbing_route141,33943,ita,arco,camerette,ficcanaso,,36.5,preferred_by_women,-0.16490179498667,"[46.0927098, 11.1062932]"
climbing_route142,33944,ita,arco,camerette,fratello sole,,52.0,preferred_by_women,-0.1050566219397543,"[46.0927098, 11.1062932]"
climbing_route143,33945,ita,arco,camerette,ikebana,,61.642857142857146,famous_route,-0.121531912887779,"[46.0927098, 11.1062932]"
climbing_route144,33946,ita,arco,camerette,il topo,recommend_low,48.91304347826087,famous_route,-0.1375071148871752,"[46.0927098, 11.1062932]"
climbing_route145,33947,ita,arco,camerette,initiator,,36.0,famous_route,-0.0518219168866391,"[46.0927098, 11.1062932]"
climbing_route146,33948,ita,arco,camerette,jack,recommend_low,44.333333333333336,preferred_by_women,-0.0851082309241157,"[46.0927098, 11.1062932]"
climbing_route147,33949,ita,arco,camerette,libia,,60.333333333333336,hard_route,-0.0452114488928387,"[46.0927098, 11.1062932]"
climbing_route148,33950,ita,arco,camerette,mani di fata,,49.0,famous_route,-0.1267817593890806,"[46.0927098, 11.1062932]"
climbing_route149,33951,ita,arco,camerette,nutella,,41.07692307692308,famous_route,-0.0335809703148005,"[46.0927098, 11.1062932]"
climbing_route150,33952,ita,arco,camerette,ocio che slimpego,,53.0,famous_route,-0.0414209104850639,"[46.0927098, 11.1062932]"
climbing_route151,33953,ita,arco,camerette,pin e puk,,62.5,hard_route,-0.0452114488928387,"[46.0927098, 11.1062932]"
climbing_route152,33954,ita,arco,camerette,scorpion,,49.0,famous_route,-0.1250050129553928,"[46.0927098, 11.1062932]"
climbing_route153,33955,ita,arco,camerette,spazio,,44.0,famous_route,-0.0369868602406949,"[46.0927098, 11.1062932]"
climbing_route154,33956,ita,arco,camerette,tambata,,42.0,famous_route,-0.1050566219397543,"[46.0927098, 11.1062932]"
climbing_route155,33957,ita,arco,camerette,tantum,recommend_high,51.15384615384615,preferred_by_women,-0.0648705222676293,"[46.0927098, 11.1062932]"
climbing_route156,33958,ita,arco,camerette,tutti i giorni,,46.0,famous_route,-0.1250050129553928,"[46.0927098, 11.1062932]"
climbing_route157,33959,ita,arco,camerette,una manzana al giorno,,59.0,preferred_by_women,-0.16490179498667,"[46.0927098, 11.1062932]"
climbing_route158,33960,ita,arco,cavedine,abes,,52.0,famous_route,-0.0855778624314708,"[45.9952, 10.973577]"
climbing_route159,33961,ita,arco,cavedine,alibi,,49.0,chipped_route,0.0073931789827943,"[45.9952, 10.973577]"
climbing_route160,33962,ita,arco,cavedine,alta tensione,,38.285714285714285,preferred_by_women,0.0231745444233,"[45.9952, 10.973577]"
climbing_route161,33963,ita,arco,cavedine,diaframma,,46.0,famous_route,-0.0379193493621728,"[45.9952, 10.973577]"
climbing_route162,33964,ita,arco,cavedine,gioia e rivoluzione,recommend_low,50.2,famous_route,-0.0341315399589757,"[45.9952, 10.973577]"
climbing_route163,33965,ita,arco,cavedine,ingenue utopie,recommend_low,44.1,famous_route,0.0916663294435382,"[45.9952, 10.973577]"
climbing_route164,33966,ita,arco,cavedine,misery non deve morire,,52.8,famous_route,-0.0651829792743726,"[45.9952, 10.973577]"
climbing_route165,33967,ita,arco,cavedine,oibo,recommend_low,42.09090909090909,preferred_by_women,0.023593460544861,"[45.9952, 10.973577]"
climbing_route166,33968,ita,arco,cavedine,orgasmatic plus,recommend_low,52.55555555555556,famous_route,-0.0596692116661646,"[45.9952, 10.973577]"
climbing_route167,33969,ita,arco,cavedine,oro nero,,44.5,hard_route,-0.0621774025852579,"[45.9952, 10.973577]"
climbing_route168,33970,ita,arco,cavedine,palpito tenue,,53.94444444444444,soft_route,-0.0065638808851471,"[45.9952, 10.973577]"
climbing_route169,33971,ita,arco,cavedine,placebo,,46.0,famous_route,-0.1250050129553928,"[45.9952, 10.973577]"
climbing_route170,33972,ita,arco,cavedine,sbarbie e prepuzio,,44.0,famous_route,0.0019774326691042,"[45.9952, 10.973577]"
climbing_route171,33973,ita,arco,cavedine,sesso e nutella,,42.0,chipped_route,0.0821675186408418,"[45.9952, 10.973577]"
climbing_route172,33974,ita,arco,cavedine,toto darabia,,54.0,famous_route,0.0843163186964496,"[45.9952, 10.973577]"
climbing_route173,33975,ita,arco,cavedine,vox populi,,49.0,famous_route,-0.0053146668615616,"[45.9952, 10.973577]"
climbing_route174,33976,ita,arco,colodri,aspettando martino,recommend_high,33.09090909090909,famous_route,-0.0751390705205137,"[45.92731083207597, 10.887633592193865]"
climbing_route175,33977,ita,arco,colodri,barbara,recommend_low,37.0,non_chipped_route,-0.16490179498667,"[45.92731083207597, 10.887633592193865]"
climbing_route176,33978,ita,arco,colodri,cinque stagioni,,36.5,famous_route,-0.0415653991275057,"[45.92731083207597, 10.887633592193865]"
climbing_route177,33979,ita,arco,colodri,mescalito,,48.0,preferred_by_women,-0.16490179498667,"[45.92731083207597, 10.887633592193865]"
climbing_route178,33980,ita,arco,colodri,passi falsi,,48.25,famous_route,-0.1619572746067901,"[45.92731083207597, 10.887633592193865]"
climbing_route179,33981,ita,arco,colodri,primi sogni,,36.0,famous_route,-0.0734745342424936,"[45.92731083207597, 10.887633592193865]"
climbing_route180,33982,ita,arco,colodri,ricci caprichi,,44.0,famous_route,0.0744788972009925,"[45.92731083207597, 10.887633592193865]"
climbing_route181,33983,ita,arco,colodri,sotto vuoto,,51.2,soft_route,-0.1600927288727035,"[45.92731083207597, 10.887633592193865]"
climbing_route182,33984,ita,arco,colodri,stenico,,40.0,famous_route,0.0820979734365922,"[45.92731083207597, 10.887633592193865]"
climbing_route183,33985,ita,arco,colodri,totem e tabu,,48.0,famous_route,-0.0608286651002166,"[45.92731083207597, 10.887633592193865]"
climbing_route184,33986,ita,arco,colodri,zanzara,,51.0,famous_route,0.3182874377417617,"[45.92731083207597, 10.887633592193865]"
climbing_route185,33987,ita,arco,coltura,attila,,57.125,famous_route,-0.1050596788913049,"[46.058338, 10.7941897]"
climbing_route186,33988,ita,arco,coltura,balenottera,,59.16666666666666,famous_route,-0.1022639465612427,"[46.058338, 10.7941897]"
climbing_route187,33989,ita,arco,coltura,baza,,36.0,preferred_by_women,0.0744059678740279,"[46.058338, 10.7941897]"
climbing_route188,33990,ita,arco,coltura,bella gita,,40.0,preferred_by_women,0.0678113401780304,"[46.058338, 10.7941897]"
climbing_route189,33991,ita,arco,coltura,break finger,,49.5,hard_route,-0.0462501361358278,"[46.058338, 10.7941897]"
climbing_route190,33992,ita,arco,coltura,buena estrella,,44.0,famous_route,0.0744788972009925,"[46.058338, 10.7941897]"
climbing_route191,33993,ita,arco,coltura,calvario,,55.0,famous_route,-0.0547843030038414,"[46.058338, 10.7941897]"
climbing_route192,33994,ita,arco,coltura,claudia,,34.5,famous_route,-0.0649298890273194,"[46.058338, 10.7941897]"
climbing_route193,33995,ita,arco,coltura,delirium tremens,,62.66666666666666,hard_route,0.230171207431268,"[46.058338, 10.7941897]"
climbing_route194,33996,ita,arco,coltura,giorgia l,,33.5,repeated_route,0.0744788972009925,"[46.058338, 10.7941897]"
climbing_route195,33997,ita,arco,coltura,leyla l,,38.0,repeated_route,0.0146337241540769,"[46.058338, 10.7941897]"
climbing_route196,33998,ita,arco,coltura,lidraulico,,53.0,famous_route,-0.079923314603023,"[46.058338, 10.7941897]"
climbing_route197,33999,ita,arco,coltura,luomo azzurro,recommend_high,61.333333333333336,soft_route,-0.0452114488928387,"[46.058338, 10.7941897]"
climbing_route198,34000,ita,arco,coltura,lupus in fabula,,59.0,famous_route,-0.1051295512667189,"[46.058338, 10.7941897]"
climbing_route199,34001,ita,arco,coltura,martina,,40.0,preferred_by_women,0.0146337241540769,"[46.058338, 10.7941897]"
climbing_route200,34002,ita,arco,coltura,mefisto,,53.09090909090909,famous_route,-0.120066534752793,"[46.058338, 10.7941897]"
climbing_route201,34003,ita,arco,coltura,odissea,,62.0,famous_route,-0.1051295512667189,"[46.058338, 10.7941897]"
climbing_route202,34004,ita,arco,coltura,papillon,,53.0,famous_route,0.0869424026263529,"[46.058338, 10.7941897]"
climbing_route203,34005,ita,arco,coltura,regina della notte,,41.0,famous_route,0.0146337241540769,"[46.058338, 10.7941897]"
climbing_route204,34006,ita,arco,coltura,road to nowhere,,62.0,famous_route,0.2790147273149467,"[46.058338, 10.7941897]"
climbing_route205,34007,ita,arco,coltura,rockerduck,recommend_low,51.25,hard_route,-0.0466483001060613,"[46.058338, 10.7941897]"
climbing_route206,34008,ita,arco,coltura,trans culturale,,62.0,repeated_route,-0.1067789786545214,"[46.058338, 10.7941897]"
climbing_route207,34009,ita,arco,coltura,variante a diedro ermanno,recommend_high,45.5,soft_route,0.0146337241540769,"[46.058338, 10.7941897]"
climbing_route208,34010,ita,arco,comano,bernardi,,52.61538461538461,soft_route,0.0770185892795257,"[46.0351917, 10.8921819]"
climbing_route209,34011,ita,arco,comano,carega,,61.66666666666666,soft_route,-0.1633172789722256,"[46.0351917, 10.8921819]"
climbing_route210,34012,ita,arco,comano,crodo,recommend_low,45.0,hard_route,-0.05442857470304,"[46.0351917, 10.8921819]"
